categories,keywords,title,link,author,pubDate,img_src,text
['경제'],"['인공지능', '반도체', '수출규제', 'AI', '매출']",엔비디아 호실적에 두달 만에 '21만닉스'…삼성전자 이틀째 올라(종합),https://www.yna.co.kr/view/AKR20250529043051008,['곽윤아'],"Thu, 29 May 2025 16:19:42 +0900",https://img.yna.co.kr/photo/cms/2023/11/18/29/PCM20231118000129990_P2.jpg,"[촬영 안 철 수, 재판매 및 DB금지] 2023.11.18, 서울 시내 한 GPU 매장\n\n(서울=연합뉴스) 곽윤아 기자 = 엔비디아가 시장 예상치를 웃도는 분기(2~4월) 실적을 발표하자 SK하이닉스[000660] 주가가 두 달 만에 21만원대로 올라섰다.\n이날 유가증권시장에서 SK하이닉스는 전장보다 1.92% 오른 21만2천원에 장을 마쳤다.\n주가는 3.12% 오른 21만4천500원에 시작, 장 초반 상승세가 약해지며 약보합 전환하기도 했으나 다시 상승세가 강해졌다.\n전날 2.72% 상승한 데 이어 이날도 2%에 가까운 강세를 보이며 주가는 지난 3월 26일(종가 21만4천원) 이후 두 달 만에 21만원대로 올라섰다.\n삼성전자[005930] 역시 전장보다 0.36% 오른 5만6천100원에 거래를 마감했다. 전날 3.71%에 비하면 이날 상승 탄력은 다소 약했지만 이틀 연속 상승세를 이어갔다.\n이외에 디아이[003160](1.07%), 에스티아이[039440](1.22%), 테크윙[089030](1.71%) 등 다른 반도체주도 전반적으로 강세였다.\n주요 반도체주는 전날에는 엔비디아 실적에 대한 기대감으로, 이날은 시장 예상치를 뛰어넘는 호실적 발표에 상승세가 이어졌다.\n한국시간으로 이날 새벽 엔비디아는 지난 분기(2~4월) 매출이 440억6천만달러를 기록했다고 밝혔다. 이는 미 경제방송 CNBC가 집계한 시장 예상치(433억1천만달러)를 상회하는 수치다.\n특히 미국 트럼프 행정부가 지난달 초 발표한 엔비디아 인공지능(AI) 반도체 'H20'의 대중(對中) 수출 규제에도 엔비디아가 호실적을 내자 전날 급등에도 불구하고 이틀째 추가로 상승 탄력이 붙은 것으로 보인다.\n간밤 뉴욕증시 정규장에서 엔비디아는 실적 발표 경계감에 0.51% 내렸지만, 실적 발표 후 시간외거래에서는 4.87% 급등했다.\n류형근 대신증권 연구원은 ""엔비디아의 1분기 실적은 기대치에 부합했고, 실적 가이던스도 시장 우려 대비 견고했다""며 ""엔비디아가 가진 기술력을 재확인할 수 있는 기회였고, 견고한 '블랙웰' 출하 속 시장 불확실성도 상당 부분 축소됐을 것이라고 생각한다""고 말했다.\n이승우 유진투자증권 연구원은 ""H20의 대중 수출 제한에도 미국, 사우디, 아랍에미리트, 대만 등 지역에서 인공지능(AI) 및 데이터센터 협업이 가속화하는 등 AI 슈퍼사이클이 지속될 것이라는 전망이 재확인됐다""며 ""엔비디아와 핵심 공급체인 중심의 투자 전략은 계속 유효할 것""이라고 밝혔다.\nori@yna.co.kr"
['경제'],"['상법개정', '자본시장활성화', '금융업종']",[살까팔까] 이재명 '코스피 5000' 의지에 증권·금융·지주 '환호',https://www.yna.co.kr/view/AKR20250529148000008,['곽윤아'],"Thu, 29 May 2025 16:16:42 +0900",https://img.yna.co.kr/photo/cms/2024/04/29/14/PCM20240429000214990_P2.jpg,"[촬영 임은진]\n\n(서울=연합뉴스) 조성흠 곽윤아 기자 = 더불어민주당 이재명 대선 후보가 '코스피 5000' 공약 달성 의지를 거듭 강조하자 29일 증권업종 주가가 줄줄이 52주 신고가를 기록하며 급등했다.\n여기에 이 후보의 상법 개정 공약에 따른 수혜가 기대되는 금융업종에 지주사까지 대거 강세를 이어갔다.\n이날 미래에셋증권[006800]은 전장 대비 23.21% 오른 1만6천560원으로 거래를 마쳤다.\n주가는 장 초반 29.99% 강세로 가격제한폭인 1만7천470원까지 올라 52주 신고가를 경신하는 등 급등세를 이어갔다.\n상상인증권[001290]이 29.98% 오른 685원으로 상한가로 장을 마감한 것을 비롯해, 대신증권[003540](9.47%), 한국금융지주(9.06%), 한화투자증권[003530](8.39%), 유안타증권(8.07%), 교보증권(7.59%), NH투자증권(7.52%), 키움증권(6.86%), 삼성증권(5.60%) 등이 일제히 큰 폭으로 올랐다.\n미래에셋증권 외에도 상상인증권, 유화증권[003460](3.37%), 대신증권, DB증권[016610](1012%), 유안타증권, NH투자증권, 한국금융지주[071050], 교보증권[030610], 삼성증권[016360], 키움증권[039490] 등이 줄줄이 52주 신고가를 경신했다.\n이에 유가증권시장에서 증권업이 11.24%의 수익률로 전체 업종 1위를 차지했다.\n전날 이재명 후보는 유튜브 라이브를 통해 ""보수정권에선 시장이 불공정·불투명했고 경영 지배권 남용이 일상이라 오를 수가 없었다""며 ""객관적 상황 변화 없이 이런 것만 시정돼도 (코스피 지수가) 최소한 200에서 300포인트는 가뿐하게 개선될 것""이라고 말했다.\n그러면서 실제로 5년간 1억원 규모로 국내 ETF(상장지수펀드)에 투자하는 자신의 포트폴리오를 공개하고, '코스피 5000' 공약 달성 의지도 거듭 피력했다.\n이경민 대신증권 연구원은 ""새 정부의 정책 부양 기대감이 유효한 가운데 이재명 후보가 '코리아 디스카운트' 해소 의지를 재차 강조하는 등 여야를 막론하고 자본시장 활성화 의지를 보이고 있다""며 ""어제에 이어 저PBR(주가순자산비율)주와 주주환원 정책을 통한 밸류 정상화에 대한 기대감이 계속됐다""고 말했다.\n이 같은 정책 기대감은 증권주를 넘어 금융, 지주업종까지 확대되고 있다.\n우리금융지주[316140]가 4.96% 오른 것을 비롯해 하나금융지주[086790](3.29%), 신한지주[055550](1.59%), KB금융[105560](1.68%)이 강세를 보이는 등 이날 업종 수익률 2위(4.32%)를 기록한 금융주도 대거 올랐다.\nBNK금융지주[138930](4.71%), iM금융지주[139130](3.93%), 기업은행[024110](1.23%), 카카오뱅크[323410](0.84%)까지 상승했다.\n한화[000880](10.22%), 두산[000150](8.63%), 롯데지주[004990](11.74%), 효성[004800](11.33%), LG[003550](6.90%), CJ(3.33%) 등 지주사까지 강세를 보였다.\n이재원·조민규 신한투자증권 연구원은 ""보수 진영의 후보 단일화가 불발된 가운데 이재명 테마주 및 금융·지주사가 상법 개정 기대감으로 상승했다""며 ""신정부 출범은 재정지출 확대, 신성장 모색 과정에서 주가에 우호적일 수 있다. 자본시장 제도 관련 지주사의 리레이팅이 이어질 수 있다""고 말했다.\nori@yna.co.kr"
['경제'],"['외국인', '투자심리', '기준금리인하']","코스피 1.9% 올라 2,720대…작년 8월 블랙먼데이 직전 수준 회복(종합)",https://www.yna.co.kr/view/AKR20250529148800008,['이민영'],"Thu, 29 May 2025 16:14:35 +0900",https://img.yna.co.kr/photo/cms/2016/03/29/01/C0A8CA3D00000153C045020B0000A1E5_P2.jpeg,"[연합뉴스TV 캡처]\n\n(서울=연합뉴스) 이민영 기자 = 코스피가 29일 엔비디아 호실적과 미국 연방법원이 상호관세 부과에 제동을 걸었다는 소식에 10개월 만에 최고치를 기록하며 작년 8월 '블랙먼데이' 직전 수준을 회복했다.\n이날 코스피는 전장보다 50.49포인트(1.89%) 오른 2,720.64에 거래를 마쳤다.\n지수는 전장보다 20.91포인트(0.78%) 오른 2,691.06으로 출발한 뒤 오름폭을 키워 이날 최고치로 장을 마쳤다.\n지수가 장중 2,720선을 기록한 것은 미국발 경기침체 우려에 증시가 급락한 '블랙먼데이' 전 거래일인 지난해 8월 2일(2,725.05) 이후 약 10개월 만이다.\n마감가로는 지난해 8월 1일(2,777.68) 이후 최고치다.\n이날 오후 3시 30분 기준 서울 외환시장에서 달러 대비 원화 환율은 전날보다 0.6원 내린 1,375.9원을 나타내며 소폭 안정세를 보였다.\n유가증권시장에서 외국인과 기관이 각각 2천952억원, 6천836억원 순매수했으며, 개인은 9천961억원 매도 우위를 보였다.\n외국인은 코스피200선물시장에서는 344억원 순매도했다.\n이날 국내 증시는 엔비디아가 시장 예상치를 웃도는 분기(2~4월) 실적을 공개하고, 미국 연방법원이 도널드 트럼프 대통령이 지난 달 발표한 상호관세의 발효를 차단하는 결정을 내렸다는 소식이 전해지며 상승하는 흐름을 보였다.\n이날 장중 한국은행이 시장 예상대로 기준금리를 인하한 점도 투자심리 개선에 기여한 것으로 보인다. 한국은행이 올해 한국 경제 성장률 눈높이를 0.8%로 낮추면서, 경기 부양을 위한 기준금리 인하 횟수와 폭이 늘어날 가능성이 커졌다는 분석도 시장 내부에서 나왔다.\n이재원 신한투자증권 연구원은 ""트럼프 관세에 제동이 걸린 가운데 외국인, 기관이 동반 순매수하며 코스피가 상승했다""고 설명했다.\n시가총액 상위 종목 중 SK하이닉스[000660](1.92%)가 2개월 만에 21만원대를 회복했으며, 삼성전자(0.36%)도 올랐다.\n아울러 한화에어로스페이스[012450](3.00%), 현대차[005380](2.74%), 기아[000270](4.72%), HD현대중공업[329180](2.01%), 셀트리온[068270](1.73%) 등도 상승했다.\n이날 대통령 선거 사전투표가 시작된 가운데 차기 정부의 증시 부양 기대감에 KB금융[105560](1.68%), 하나금융지주[086790](3.29%), 미래에셋증권[006800](23.21%) 등 금융주도 올랐다.\n반면 삼성바이오로직스[207940](-0.19%), LG에너지솔루션[373220](-0.35%), 한국전력[015760](-2.48%) 등은 내렸다.\n하이브[352820](-2.51%)도 창업자 방시혁 의장이 사기적 부정거래 혐의로 금융감독원 조사를 받게 되면서 하락했다.\n이날 유가증권시장에서 거래된 943개 종목 중 80%에 해당하는 751개 종목이 올랐다.\n업종별로 보면 증권(11.24%), 건설(4.57%), 화학(1.82%) 등이 올랐으며 전기가스(-1.81%), 오락문화(-1.38%) 등은 내렸다.\n코스닥지수는 전장보다 7.50포인트(1.03%) 오른 736.29에 장을 마쳤다.\n지수는 전장보다 4.43포인트(0.61%) 오른 733.22로 출발해 상승 폭을 키웠다.\n코스닥시장에서 기관이 460억원 순매수했으며, 개인과 외국인은 각각 280억원, 19억원 매도 우위를 보였다.\n에코프로비엠[247540](1.35%), 에코프로[086520](5.26%) 등 이차전지주와 알테오젠[196170](0.30%), HLB[028300](1.48%), 펩트론[087010](0.67%) 등이 올랐다.\n리가켐바이오[141080](-0.26%), 에이비엘바이오[298380](-2.38%), 클래시스[214150](-1.03%), 삼천당제약[000250](-1.47%) 등은 내렸다.\n이날 유가증권시장과 코스닥시장의 거래대금은 각각 10조8천750억원, 5조3천300억원으로 집계됐다.\nmylux@yna.co.kr"
['경제'],"['주주', '지식재산권']",핑크퐁 상장 기대감에 신고가 찍은 삼성출판사…약세 마감(종합),https://www.yna.co.kr/view/AKR20250529043151008,['조민정'],"Thu, 29 May 2025 15:42:17 +0900",https://img.yna.co.kr/photo/cms/2022/01/08/36/PCM20220108000036005_P2.jpg,"[더핑크퐁컴퍼니 제공. 재판매 및 DB 금지]\n\n(서울=연합뉴스) 조민정 기자 = 인기 캐릭터 핑크퐁 아기상어 지식재산권(IP)을 가진 더핑크퐁컴퍼니가 코스피 상장을 추진한다는 소식에 29일 삼성출판사[068290]가 장중 52주 신고가를 기록했다.\n다만 주가는 차익실현 매물에 상승분을 반납하고 하락 마감했다.\n한국거래소에 따르면 이날 코스피시장에서 삼성출판사는 전 거래일 대비 3.19% 내린 1만9천700원에 거래를 마쳤다.\n전날 더핑크퐁컴퍼니의 코스피 상장 추진 보도가 나오자 이날 2만4천원(17.94%)으로 52주 신고가를 경신하며 거래를 시작했다. 그러나 곧장 가파른 우하향 곡선을 그리면서 약세로 전환했다.\n올해 1분기 분기보고서 기준으로 더핑크퐁컴퍼니의 주요주주는 김진용 삼성출판사 대표의 아들인 김민석 대표이사(18.44%), 삼성출판사(16.77%)다.\nchomj@yna.co.kr"
['경제'],"['환율', '경기침체']","코스피, 2,720대 마감 10개월만에 최고…블랙먼데이 직전 수준",https://www.yna.co.kr/view/AKR20250529141700008,['이민영'],"Thu, 29 May 2025 15:37:21 +0900",https://img.yna.co.kr/photo/yna/YH/2025/05/29/PYH2025052920540001300_P2.jpg,"(서울=연합뉴스) 이진욱 기자 = 29일 오후 서울 중구 하나은행 본점 딜링룸 현황판에 코스피, 원/달러 환율이 표시돼 있다. 이날 코스피는 1.9% 가까이 올라 10개월 만에 최고치를 기록하며 지난해 8월 '블랙먼데이' 이전 수준을 회복했다. 2025.5.29 cityboy@yna.co.kr\n\n(서울=연합뉴스) 이민영 기자 = 코스피가 29일 1.9% 가까이 올라 10개월 만에 최고치를 기록하며 지난해 8월 '블랙먼데이' 이전 수준을 회복했다.\n이날 코스피는 전장보다 50.49포인트(1.89%) 오른 2,720.64에 거래를 마쳤다.\n지수는 전장보다 20.91포인트(0.78%) 오른 2,691.06으로 출발해 오름폭을 키워 장중 고가 수준에서 장을 마쳤다.\n지수가 장중 2,720선을 기록한 것은 미국발 경기침체 우려에 증시가 급락한 '블랙먼데이' 전 거래일인 지난해 8월 2일(2,725.05) 이후 약 10개월 만이다.\n마감가로는 지난해 8월 1일(2,777.68) 이후 최고치다.\n코스닥지수는 전장보다 7.50포인트(1.03%) 오른 736.29에 장을 마쳤다.\nmylux@yna.co.kr"
['경제'],"['자본시장법', '금융감독원', '한한령', '사모펀드(PEF)', '사기적부정거래']","하이브, 방시혁 부정거래 혐의 조사에 주가 2.5% 하락(종합)",https://www.yna.co.kr/view/AKR20250529042151008,['조성흠'],"Thu, 29 May 2025 15:35:47 +0900",https://img.yna.co.kr/photo/yna/YH/2025/02/20/PYH2025022006580001301_P2.jpg,"(서울=연합뉴스) 김인철 기자 = 방시혁 하이브 의장이 20일 서울 영등포구 FKI타워에서 열린 한국경제인협회 제64회 정기총회에 참석하고 있다. 2025.2.20 yatoya@yna.co.kr\n\n(서울=연합뉴스) 조성흠 기자 = 하이브[352820]가 창업자 방시혁 의장이 사기적 부정거래 혐의로 금융감독원 조사를 받게 되면서 29일 주가가 2%대 하락했다.\n이날 하이브는 전장 대비 2.51% 내린 27만2천원으로 거래를 마쳤다.\n주가는 장 초반 6.99%까지 급락세를 보였으나, 하이브가 중국 현지 법인을 설립했다고 밝힌 뒤 낙폭을 축소했다.\n전날 금융투자업계에 따르면 금감원은 방 의장이 하이브 상장 과정에서 주주에게 기업공개(IPO) 계획이 없다고 속이면서 회사 상장을 추진한 정황을 확보하고, 자본시장법상 사기적 부정거래 혐의로 조사 중이다.\n업계에 따르면 방 의장은 2020년 하이브를 상장하기 전 방 의장 지인이 설립한 사모펀드(PEF)와 지분 매각 차익의 30%를 공유하기로 계약하고, 상장 이후 4천억원가량을 정산받았다. 이 계약은 증권신고서에 기재되지 않았다.\n이들 사모펀드는 기관투자자, 벤처캐피털(VC) 등 기존 투자자로부터 하이브 주식을 사들였다.\n문제가 되는 시기는 2019년 말로, 금감원은 방 의장 측이 이 시기 기존 투자자들에게 현재 상장이 불가능하다고 전달하면서 지정감사를 신청하는 등 IPO를 추진하고 있었다는 증거를 확보한 것으로 알려졌다.\n한편 하이브는 이날 네 번째 해외 법인인 중국 법인 하이브 차이나를 설립했다고 밝혔다.\n최근 중국의 한한령 완화 기대감이 커지는 가운데 하이브 차이나 설립은 국내 가수들의 중국 진출 가능성과 맞물려 주목된다.\njosh@yna.co.kr"
['산업'],"['수소연료전지', '반려동물', '규제샌드박스', '규제특례', '신산업']",'멍푸치노' 스타벅스 판매·전기차 자동충전 후 이동주차 '실증'(종합),https://www.yna.co.kr/view/AKR20250530104051003,['김동규'],"Fri, 30 May 2025 19:50:27 +0900",https://img.yna.co.kr/etc/inner/KR/2025/05/30/AKR20250530104051003_06_i_P2.jpg,"[산업통상자원부 제공. 재판매 및 DB 금지]\n\n(서울=연합뉴스) 김동규 기자 = 스타벅스 반려동물 동반 매장에서 일명 '멍푸치노'로 불리는 반려견용 음료를 판매하는 서비스가 시험 도입된다.\n자율주행 전기차를 무선으로 자동 충전하는 기술이 규제 특례를 적용받아 본격 개발된다.\n산업통상자원부 30일 올해 '제2차 산업융합 규제특례심의위원회'를 열고 이 같은 내용을 포함한 총 66개 산업융합 규제 샌드박스(특례) 과제를 심의·승인했다고 밝혔다.\n규제 특례는 정부가 기업에 현행 규제 적용을 면제해주는 특례를 제공함으로써 제한된 지역에서 신속하게 신산업에 도전할 수 있도록 지원하는 제도다.\n이날 규제 특례 승인으로 스타벅스를 운영하는 SCK컴퍼니는 반려동물 동반 출입 음식점 내 반려동물용 음료 제조·제공 과제를 추진할 수 있게 됐다.\n현행법상 반려동물용 음식을 제조하려면 가축용 사료와 동일한 제조시설을 갖춰 사료제조업 등록을 해야 하고, 사료 제조 시설은 사람이 이용하는 시설과 벽·층 등으로 분리돼 있어야 한다.\nSCK컴퍼니는 이미 성분 등록이 완료된 펫밀크(애완견 우유)를 휘핑 당 단순 조리 과정을 거쳐 소비자에게 제공하는 서비스의 안정성 검증을 위해 경기도 구리와 남양주 등 2곳에서 운영하는 스타벅스 반려동물 동반 매장에서 이번 실증을 진행할 계획이다.\n[산업통상자원부 제공. 재판매 및 DB 금지]\n\n한국자동차연구원은 자율주행 전기차 자동 주차 및 충전 후 이동 주차 기능을 실증할 수 있게 됐다.\n이 과제는 자동 발렛 주차 기능을 통해 주차장 내 충전 구역으로 이동한 전기차가 무선으로 자동 충전 후 다른 유휴 공간으로 이동 주차하는 내용이다.\n현행 친환경자동차법은 전기차 충전 시설은 유선 충전 방식만 인정하고 있어 무선 충전이 불가능하다.\n이번 실증을 통해 자율주행 전기차의 주차·충전 전 과정을 무인화해 사용자 편의를 높이고 충전 인프라를 효율적으로 활용하는 길이 열릴 전망이다.\n[산업통상자원부 제공. 재판매 및 DB 금지]\n\n국방과학연구소의 무인 잠수정용 수소연료전지 개발·실증 과제와 현대차·기아·롯데케미칼·유니투스 컨소시엄의 이동형 수소연료전지 발전기 및 확장식 수소 공급장치 개발·실증 과제도 규제 특례가 승인됐다.\n현행 수소법에 따르면 이동형 수소연료전지는 드론과 지게차용을 제외하고 제조·검사 등을 위한 기준이 없어 사용이 불가한데, 이번 특례 적용으로 두 과제의 개발이 가능해졌다.\n수소연료전지 탑재 잠수정은 이차전지만을 탑재한 잠수정에 비해 잠항 시간이 획기적으로 증가하고, 수소연료전지 발전기는 기존 디젤 발전기 대비 소음이 적어 위치 발각 우려가 감소한다. 이에 따라 군의 작전 능력이 향상되고, 첨단 방산기술 확보에 기여할 것으로 기대된다.\n[산업통상자원부 제공. 재판매 및 DB 금지]\n\n이 밖에도 현대차·현대로템 컨소시엄의 암모니아 활용 수소 생산설비 구축 및 연료전지 연계 과제와 삼성전자의 소비자 경험 확대를 위한 혁신 주방가전 실증 등 과제도 규제 특례 승인을 받았다.\n제경희 산업기술융합정책관은 ""이번 심의위에서는 첨단기술을 활용한 제품·서비스 실증과 차세대 방산 기술 개발을 촉진하는 실증 등이 특례 승인을 받았다""며 ""앞으로도 다양한 분야에서 신기술 실증 및 시장도입을 지원해 규제개선 효과를 체감할 수 있도록 노력하겠다""고 밝혔다.\ndkkim@yna.co.kr"
"['산업', '문화·라이프']","['수수료', '집단소송', '독점규제', '불공정경쟁', '손해배상', '애플', '앱마켓', '인앱결제', '디지털생태계']","출협, 애플 상대로 집단소송…""인앱결제 수수료 과도·불공정""",https://www.yna.co.kr/view/AKR20250530145200005,['송광호'],"Fri, 30 May 2025 18:28:24 +0900",https://img.yna.co.kr/etc/inner/KR/2025/05/30/AKR20250530145200005_02_i_P2.jpg,"[EPA=연합뉴스]\n\n(서울=연합뉴스) 송광호 기자 = 대한출판문화협회가 한국전자출판문화협회와 함께 애플을 상대로 미국 법원에 집단소송을 제기했다. 인앱 결제 수수료가 과도하고 불공정하다는 이유에서다.\n대한출판문화협회는 지난 23일 미국 캘리포니아주 북부 연방지방법원에 애플을 상대로 집단소송을 제기했다고 30일 밝혔다. 인앱 결제를 강제한 애플의 행위가 미국 불공정경쟁방지법과 국내 독점규제 및 공정거래 등에 관한 법률을 위반했다는 취지다.\n인앱결제는 앱 이용자들이 유료 결제를 할 때 애플이나 구글의 결제 시스템을 이용하는 것을 말한다. 결제 시 최대 30%의 수수료가 발생한다.\n출협은 소장에서 애플의 자사 인앱결제 강제 행위 및 과도하고 불공정한 인앱결제 수수료 부과 행위가 미국의 셔먼법과 캘리포니아 불공정경쟁방지법은 물론 한국의 독점규제 및 공정거래 등에 관한 법률을 위반한 행위라고 주장했다.\n또한 자사 서비스(애플 뮤직 등) 우대 및 경쟁 앱 불이익 제공 행위와 개발자에게 불리한 정책의 일방적 변경 및 통보 등의 행위도 위법하다고 덧붙였다.\n[연합뉴스 자료]\n\n통상 웹소설, 웹툰과 전자책을 결제할 때뿐 아니라 애플 앱을 이용해 종이책을 결제할 때도 수수료가 발생한다. 출협은 인앱결제 수수료로 국내에서 피해 본 금액은 출판 분야에서만 연간 약 600억~800억 원대가 발생하는 것으로 추정한다.\n출협은 그간 수수료 인하 등을 위해 지속해서 노력해 왔으나 애플은 사실상 아무런 시정조치도 취하지 않고 있으며, 앱 마켓 독점과 불공정행위는 여전히 지속되고 있다고 비판했다.\n출협은 ""출판사를 포함한 많은 인터넷 정보기술(IT)·콘텐츠 회사들이 플랫폼 기업들의 불공정한 시장 지배력 앞에 어려움을 겪어왔다""며 ""출협이 대표원고가 되어 추진하는 이번 집단소송은 단순히 수수료 인하와 손해배상을 넘어, 앱 마켓 운영 빅테크의 자의적 운영을 막아 지속적으로 성장할 수 있는 건강한 디지털 생태계를 조성하는 중요한 첫걸음이 될 것""이라고 강조했다.\n출협은 이번 집단소송은 두 협회가 애플 앱스토어를 통해 앱을 유통하는 한국의 모든 앱 개발자를 대표하는 대표원고이며, 판결이 내려질 경우 그 효과는 한국의 모든 앱 개발자에게 미치게 된다고 설명했다.\n출협은 이번 소송을 위해 법무법인 지향과 미국의 하우스펠트(Hausfeld LLP)를 공동 대리인으로 선임했다. 출협은 애플에 이어 인앱결제를 강제하고 있는 구글에 대해서도 조만간 집단 소송에 착수할 방침이라고 전했다.\nbuff27@yna.co.kr"
"['산업', '문화·라이프']","['팬미팅', '채널A']",[방송소식] 채널A 토일드라마 '여행을 대신해 드립니다' 8월 방영,https://www.yna.co.kr/view/AKR20250530043600005,['김경윤'],"Fri, 30 May 2025 18:07:39 +0900",https://img.yna.co.kr/etc/inner/KR/2025/05/30/AKR20250530043600005_02_i_P2.jpg,"[채널A 제공. 재판매 및 DB 금지]\n\n(서울=연합뉴스) 김경윤 기자 = ▲ 채널A 새 토일드라마 8월 방영 = 일본 소설 원작 드라마 '여행을 대신해 드립니다'가 오는 8월 첫 방송된다.\n채널A는 30일 새 토일드라마 '여행을 대신해 드립니다' 포스터를 공개하고 8월 방영 일정을 확정했다.\n이 드라마는 동명의 일본 베스트셀러가 원작으로, 여행 리포터가 다른 사람들의 의뢰를 받아 여행하며 삶의 의미를 깨닫는 과정을 그린다.\n배우 공승연이 아이돌 그룹 출신으로 여행 리포터를 맡고 있는 강여름 역을 맡았고, 유준상은 강여름 소속사 대표 오상식, 김재명은 영화감독 지망생 이연석을 연기한다.\n[MBC 제공. 재판매 및 DB 금지]\n\n▲ MBC 공포 토크쇼 '심야괴담회' 시즌5, 내달 방영 = MBC는 공포 토크쇼 '심야괴담회' 시즌5를 다음달 29일부터 매주 일요일 밤 10시 50분마다 선보인다.\n'심야괴담회'는 무섭고 기이한 이야기들을 제보받아 소개하는 예능 프로그램으로, 2021년부터 시즌제로 방송돼 왔다.\n이전 시즌에서 MC를 맡았던 김구라, 김숙에 더해 김호영, 김아영 등이 새롭게 합류했다.\n[더블랙레이블 제공. 재판매 및 DB 금지]\n\n▲ '서울부터 인도네시아까지'…박보검, 팬 미팅 월드투어 = 배우 박보검이 올여름 글로벌 팬들과 만난다.\n소속사 더블랙레이블은 오는 8월 1∼2일 서울 중구 장충체육관에서 박보검 단독 팬 미팅 '박보검 2025 팬 미팅 투어 비 위드 유'를 연다고 밝혔다.\n이에 앞서 7월 26∼27일에는 일본 요코하마(橫浜)에서 팬 미팅을 열고 8월과 9월에도 세계 곳곳을 돌며 팬들과 만난다.\n8월 14일에는 싱가포르, 17일 대만 가오슝(高雄), 22일 필리핀 마닐라, 24일 태국 방콕, 29일 홍콩, 31일 인도네시아 자카르타, 9월 6·13일에는 말레이시아 쿠알라룸푸르에서 글로벌 팬들과 소통할 예정이다.\nheeva@yna.co.kr"
"['산업', '사회', '지역']","['산정체계', '국제인증', 'ESG경영', '탄소중립', '온실가스', '탄소배출']","강원랜드, 온실가스 배출량 검증서 취득…""탄소중립 실현""",https://www.yna.co.kr/view/AKR20250530148800062,['박영서'],"Fri, 30 May 2025 17:59:30 +0900",https://img.yna.co.kr/etc/inner/KR/2025/05/30/AKR20250530148800062_01_i_P2.jpg,"[강원랜드 제공. 재판매 및 DB 금지]\n\n(정선=연합뉴스) 박영서 기자 = 강원랜드는 30일 하이원 그랜드호텔 컨벤션타워에서 온실가스 기타 간접배출(스코프 3)에 관한 외부 검증을 마치고 국제 인증기관인 로이드인증원으로부터 검증서를 받았다.\n국내 리조트 업계에서 스코프 3 탄소배출 검증서를 따낸 첫 사례다.\n스코프 3은 일반적으로 기업에서 직접 연료를 연소함으로 발생하는 배출(스코프 1)과 전기 사용 등에서 간접적으로 나오는 배출(스코프 2)보다 범위가 더 넓다.\n제품 생산부터 고객사용, 폐기물 처리, 차량 운송 등 전 과정에서 발생하는 배출량을 포함해 측정과 검증이 매우 까다롭다.\n강원랜드는 검증을 위해 영업 활동에 필요한 밀키트, 리조트 물품 제작 등에 쓰이는 자재·재료 생산, 운송·소각 과정, 직원 출·퇴근과 같은 다양한 활동에서 발생하는 배출량 데이터를 체계적으로 수집·분석해 신뢰성을 확보했다.\n또 이번 검증을 통해 스코프 3 산정체계를 새롭게 구축해 기존보다 관리범위를 넓히고, 보다 정밀하고 투명한 온실가스 관리를 추진한다.\n김성대 시설관리실장은 ""이번 스코프 3 검증과 산정체계 고도화를 통해 탄소중립 실현을 위한 기반을 다졌다""며 ""앞으로도 ESG(환경·사회적 책무·기업지배구조 개선) 경영을 책임 있게 실천하겠다""고 말했다.\n[강원랜드 제공. 재판매 및 DB 금지]\n\nconanys@yna.co.kr"
"['산업', '사회', '지역']","['파업', '노조', '노사협상']","창원시 ""버스 파업 3일째…장기화되지 않게 책임 다할 것""",https://www.yna.co.kr/view/AKR20250530145500052,['김선경'],"Fri, 30 May 2025 17:46:46 +0900",https://img.yna.co.kr/photo/yna/YH/2025/05/28/PYH2025052802210005200_P2.jpg,"(창원=연합뉴스) 김선경 기자 = 경남 창원시 시내버스 노조가 28일 첫차부터 파업에 돌입한 가운데 이날 오전 성산구 용호동 한 버스정류장에서 시민들이 시가 비상수송대책으로 마련한 임시 버스를 기다리고 있다. 정류장에 설치된 창원시버스정보시스템 전광판에 '시내버스 파업'이라는 알림 문구가 지나가고 있다. 2025.5.28 ksk@yna.co.kr\n\n(창원=연합뉴스) 김선경 기자 = 경남 창원시는 30일 오후 장금용 시장 권한대행 명의의 호소문을 내고 ""(버스 파업) 사태가 장기화되지 않도록 중재자로서 책임을 다하겠다""고 밝혔다.\n시는 호소문에서 ""시내버스 노조 총파업이 3일째 계속되고 있다""며 ""시민 여러분의 일상과 생업에 큰 불편을 드려 무거운 책임감을 갖고 사과드린다""고 말했다.\n그러면서 ""시에서는 최대한 전세버스를 확보하고자 하지만, 수급이 원활하지 않아 기존 버스를 대체하는 데는 한계가 있다""며 ""일부 노선과 시간대에서는 수송 차질이 계속되고 있다""고 설명했다.\n이어 ""노사 양측에 다시 한 번 간곡히 호소한다. 협상은 계속하되 버스는 달려야 한다""며 ""노동자의 권리와 경영 현실은 존중돼야 하지만, 그보다 더 우선돼야 할 것은 시민의 삶과 이동권이다""고 덧붙였다.\n아울러 ""시는 노사 간 대화와 조정을 계속 주선하겠다""며 ""시민 불편을 하루라도 빨리 해소하기 위해 모든 행정력과 정책적 수단을 총동원하겠다""고 부연했다.\nksk@yna.co.kr"
