number,name,date,proponents,parties,link,processing_status,processing_result,summary,keywords
2210321,지방대학 및 지역균형인재 육성에 관한 법률 일부개정법률안,2025-05-01,"['민형배', '강유정', '모경종', '손명수', '염태영', '이성윤', '조계원', '조승래', '한준호', '황정아', '이해민']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2A5Y0Z4X2Y5G1G7F1D7D5C2D2K2L5,1,,"제안이유 및 주요내용\n자치와 분권 시대에 부합하는 언어 사용을 위해 현행법에 표기된 ‘지방’이라는 표현을 없애고자 합니다.\n현행법은 지방대학이 수도권이 아닌 지역에 소재하는 「고등교육법」에 따른 학교라고 규정하고 있습니다.\n이와 관련하여 ‘지방’은 중앙의 지도를 받는 아래 단위의 조직을 뜻하는 표현으로써 중앙에 대한 종속적인 개념으로 볼 수 있습니다. 수평적ㆍ가치중립적 개념인 ‘지역’으로 대체해야 합니다.\n이에 ‘지방대학’의 명칭을 ‘지역대학’으로 정비하여 위계적 구조를 배제한 표현을 사용하도록 하려는 것입니다(안 제명, 제1조 등).","['지역균형인재', '지역국립대', '지역균형인재육성', '고등교육법', '지역인재양성', '지역균형', '지역균형발전', '지방대육성법', '고등교육정책', '지역대학']"
2210320,정부조직법 일부개정법률안,2025-05-01,"['황운하', '강경숙', '김선민', '김재원', '김준형', '박은정', '백선희', '서왕진', '신장식', '이해민', '정춘생', '차규근']","['조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2I5I0E4F2D9D1C0A5B6I0J4I4I1G4,1,,"제안이유 및 주요내용\n국회, 대통령 등 주요 헌법기관과 서울에 남아있는 중앙행정기관을 세종특별자치시로 이전하도록 하기 위하여 「행정수도 건설을 위한 특별법」을 제정하고, 이 법에 따른 행정수도 건설업무를 효율적으로 추진하기 위하여 행정수도건설청을 두려는 것임(안 제2조제2항제8호).\n참고사항\n이 법률안은 황운하의원이 대표발의한 「국회법 일부개정법률안」(의안번호 제10319호) 및 「행정수도 건설을 위한 특별법안」(의안번호 제10318호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.","['행정수도', '정부조직법', '차기정부', '세종특별자치시', '대통령집무실이전', '집행부', '세종시', '정부서울청사']"
2210318,행정수도 건설을 위한 특별법안,2025-05-01,"['황운하', '강경숙', '김선민', '김재원', '김준형', '박은정', '백선희', '서왕진', '신장식', '이해민', '정춘생', '차규근']","['조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2T5T0R4S2A9A1Z0X5Y4W2X8E6F0D8,1,,"제안이유\n우리나라는 국가의 중추기능이 수도권에 과중하게 집중되어 수도권에는 주택난？교통난？환경오염 등 각종 부작용이 발생하고 있는 반면, 비수도권은 개발이 상대적으로 늦어져 국토를 균형 있게 이용하지 못하여 수도권과 비수도권에 거주하는 국민 모두의 삶의 질이 떨어지는 현상이 가중되어 왔음.\n이에 수도권의 과중한 집중에 따른 부작용을 시정하고 국가 균형발전과 국민 삶의 질 향상을 위해 행정중심복합도시인 세종특별자치시를 설치하고 대부분의 중앙행정기관을 세종특별자치시로 이전한 상황이나, 국회, 대통령 등 주요 헌법기관이 여전히 서울에 소재함에 따라 국가균형발전을 위한 행정수도 건설 목적을 달성하는 데 극히 미흡하다는 지적이 있음.\n또한 국회, 대통령 등 주요 헌법기관과 중앙행정기관 간 물리적 거리의 제약으로 인하여 국정 전반에 상당한 비효율이 발생하고 있으며, 통일부ㆍ외교부ㆍ국방부 등은 여전히 서울에 남아있어, 상당한 행정 비효율이 발생한다는 의견이 있음.\n이에 「행정수도 건설을 위한 특별법」을 제정하여 국회, 대통령 등 주요 헌법기관과 그 소속기관, 아직 서울에 남아있는 중앙행정기관을 세종특별자치시로 이전하도록 함으로써 국정운영의 효율을 높이고, 세종특별자치시 설치 목적인 수도권 과밀 해소 및 국가 균형발전을 완수하여 국민 삶의 질을 높이려는 것임.\n주요내용\n가. 이 법은 국회, 대통령 등 주요 헌법기관(이하 주요 헌법기관) 및 중앙행정기관 등을 이전하여 수도권의 지나친 집중에 따른 부작용을 없애고, 행정수도를 완성하기 위한 방법 및 절차를 규정함으로써 국가의 균형발전과 국민 삶의 질 향상에 이바지함을 목적으로 함(안 제1조).\n나. 행정수도는 「세종특별자치시 설치 등에 관한 특별법」에 따라 설치된 세종특별자치시를 말함(안 제2조).\n다. 국토교통부장관은 예정지역과 주변지역을 지정하기 위한 조사를 진행하는 과정에서 난개발과 부동산투기가 우려되는 지역에 대하여 개발행위허가 및 건축허가를 제한할 수 있고, 예정지역 안에서의 건축행위 등에 관하여는 건설청장의 허가를 받도록 함(안 제8조ㆍ제9조 및 제14조).\n라. 예정지역등은 국토교통부장관이 행정수도건설 추진위원회의 심의를 거친 후 대통령의 승인을 받아 지정？고시하되, 세종특별자치시 관할 구역 내에서 지정하도록 함(안 제11조ㆍ제12조).\n마. 행정안전부장관은 주요 헌법기관ㆍ중앙행정기관등을 행정수도로 이전하는 계획을 수립하고 행정수도건설 추진위원회의 심의를 거친 후 대통령의 승인을 받도록 하며, 국회의 이전에 관한 계획에 대해서는 국회사무총장과 협의하도록 함(안 제17조).\n바. 국토교통부장관은 예정지역？주변지역과 그 인접지역간 광역시설의 체계적 정비 및 환경보전 등을 위하여 행정수도 광역도시계획을 수립하도록 함(안 제18조).\n사. 예정지역을 개발하는 행정수도건설사업은 공공기관 중 국토교통부장관이 지정하는 자가 수행하도록 하되, 필요한 경우 국가 또는 지방자치단체도 사업시행자로 지정할 수 있도록 함(안 제19조).\n아. 건설청장은 행정수도건설사업의 기본방향 등을 제시하는 기본계획을 수립하고, 기본계획에 부합하도록 개발계획을 수립하도록 함(안 제20조 및 제21조).\n자. 예정지역의 지정시점을 「공익사업을 위한 토지 등의 취득 및 보상에 관한 법률」에 따른 사업인정시점으로 보며, 토지등의 수용 또는 사용에 관하여는 같은 법을 준용하도록 함(안 제25조).\n차. 행정수도 건설과 관련한 주요사항을 심의하기 위하여 국무총리와 민간 위촉위원을 공동위원장으로 하는 행정수도건설 추진위원회를 대통령 소속으로 설치하되, 위원은 국회사무총장, 관계 중앙행정기관의 장과 민간위원 등 30명 이내로 구성하도록 함(안 제30조부터 제32조까지).\n카. 행정수도 건설업무를 효율적으로 추진하기 위하여 국토교통부장관 소속으로 행정수도건설청을 설치하되, 청장은 정무직으로 하고, 차장은 일반직 국가공무원으로 보하도록 함(안 제42조).\n타. 행정수도 건설에 관한 사업을 재정적으로 지원하기 위하여 건설청장이 관리？운용하는 행정수도건설 특별회계를 설치하도록 하고, 종전의 「신행정수도 후속대책을 위한 연기ㆍ공주지역 행정중심복합도시 건설을 위한 특별법」에 따라 행정중심복합도시건설 특별회계에 속하는 재산 및 채권ㆍ채무는 이 법에 따른 행정수도건설 특별회계가 이를 승계하도록 함(안 제48조 및 부칙 제7조).\n참고사항\n이 법률안은 황운하의원이 대표발의한 「국회법 일부개정법률안」(의안번호 제10319호) 및 「정부조직법 일부개정법률안」(의안번호 제10320호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.","['세종시보건소', '부동산투자', '기본계획', '행정비효율', '비수도권', '세종', '국토교통부', '차기정부', '세종특별자치시', '국정운영', '수도권쏠림', '행정수도', '국가균형발전']"
2210317,조세특례제한법 일부개정법률안,2025-05-01,"['김재원', '민형배', '위성곤', '이개호', '이기헌', '임오경', '김선민', '김준형', '신장식', '이해민', '황운하']","['조국혁신당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2O5O0N4O2V2U1V0T5T6S1S9A5B6Z2,1,,"제안이유 및 주요내용\n2016년 중국의 한한령 조치와 코로나19 여파로 중국 내 K-공연콘텐츠산업이 크게 위축된 상황임.\n최근, 한한령 해제가 논의되면서 대규모 K-POP 공연 투어, 팬미팅, 뮤지컬 등 중국 진출 가능성이 다시 열리면서 K-공연콘텐츠산업이 활성화될 것으로 예상됨.\n그러나 공연콘텐츠 제작 및 해외 투어에는 높은 제작비가 소요되며, 특히 중국을 겨냥한 대규모 공연은 투자부담이 큰 상황으로 세제지원이 절실 상황임.\n또한, 현행법은 K-콘텐츠의 글로벌 경쟁력 강화를 위해 영상콘텐츠 제작비용에 대해 세액공제를 적용하고 있으나, K-콘텐츠의 핵심 장르인 K-POP, 콘서트 등의 공연콘텐츠 제작비용은 세액공제 적용 대상에서 제외되고 있음.\n이에, K-POP 등 공연콘텐츠의 글로벌 경쟁력 강화를 위해 공연콘텐츠 제작비용에도 세액공제를 도입하여 K-콘텐츠의 글로벌 위상을 더욱 강화하고 공연 산업의 지속적인 성장을 도모하고자 함(안 제25조의8 신설).","['K-콘텐츠', '글로벌경쟁력', '다양한뮤지션', 'K팝', 'K팝시장', '제작비', 'K-팝', 'K-POP', '한한령', '팬미팅', '공연산업', '뮤지컬', 'K문화']"
2210316,지방의료원의 설립 및 운영에 관한 법률 일부개정법률안,2025-05-01,"['민형배', '강유정', '모경종', '손명수', '염태영', '이성윤', '조계원', '조승래', '한준호', '황정아', '이해민']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2X5V0W4U2T5T1B7B1A9B1Z3Z6Y7U5,1,,"제안이유 및 주요내용\n자치와 분권 시대에 부합하는 언어 사용을 위해 현행법에 표기된 ‘지방’이라는 표현을 없애고자 합니다.\n‘지방’의 사전적 의미는 ‘중앙의 지도를 받는 아래 단위의 기구나 조직을 중앙에 상대하여 이르는 말’로서 중앙에 대한 종속적인 개념으로 볼 수 있습니다. ‘지역’은 ‘일정하게 구획된 어느 범위의 토지’ 또는 ‘전체 사회를 어떤 특징으로 나눈 일정한 공간영역’을 의미하는 것으로 수평적ㆍ가치중립적 개념입니다.\n현행법은 법 전반에 걸쳐 ‘지방’이라는 단어를 주로 사용하고 있는데 이는 지역 발전과 국가의 경쟁력 향상을 도모하려는 입법목적과 맞지 않습니다. 중립적 개념인 ‘지역’으로 대체하여야 합니다.\n이에 현행법의 ‘지방’이라는 표현을 ‘지역’으로 정비하여 위계적 구조를 배제한 표현을 사용하도록 하려는 것입니다(안 제명, 제1조 및 제2조 등).","['필수의료', '지방정부', '지역의과대학신설', '지방자치단체', '의료대란', '지방의료원', '지방대육성법', '의료지원', '지역경제', '지역']"
2210315,교육시설 등의 안전 및 유지관리 등에 관한 법률 일부개정법률안,2025-05-01,"['민형배', '강유정', '강훈식', '손명수', '이성윤', '장철민', '조계원', '한준호', '김재원', '이해민']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '조국혁신당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2Q5O0O4M2V5V1T7U1S9T4R6S4Z1A9,1,,"제안이유 및 주요내용\n안전한 대학 환경 조성을 위해 교지(校地) 내 개인형 이동장치 통행 관리의 법적 근거를 마련하고자 합니다.\n전동 킥보드, 전동 휠 등 개인형 이동장치(Personal Mobility) 이용이 활발합니다. 편의성이 높고 환경보호에도 일조한다는 점에서는 긍정적이지만 안전사고 발생 역시 급증하는 등 명암이 뚜렷합니다. 일례로 지난 2020년에는 대학 내에서 킥보드를 타던 학생이 사망하기도 했습니다. 이용자ㆍ보행자 등 모두의 안전한 이동 보장을 위한 규제 여론이 높습니다.\n「도로교통법」은 개인형 이동장치의 정의와 기본 안전의무 법제화 장치를 도입했습니다. 하지만 도로에 해당하지 않는 대학교 내 도로 등 학내 통행은 여전히 규정이 마련되지 않은 상황입니다. 각 대학은 교육부의 가이드라인에 따른 지침을 시행중이지만, 법률의 명시적인 근거 부재로 실효성이 불확실합니다.\n이에 각 대학의 장이 개인형 이동장치에 관한 이용자 준수사항 등 안전지침을 마련ㆍ시행하도록 법제화하고자 합니다. 이용자에게는 안전지침의 준수, 사업자에게는 안전 조치의 규율, 대학의 장에게는 안전관리 권한을 부여했습니다. 대학 교지 내 개인형 이동장치의 안전한 이용을 도모하기 위한 것입니다(안 제10조의5 신설).","['도로교통법', '대학', '안전', '사망', '학교현장', '안전관리', '가이드라인', '안전사고']"
2210314,전기통신사업법 일부개정법률안,2025-05-01,"['전용기', '권칠승', '박홍근', '송옥주', '안호영', '윤종군', '이소영', '장철민', '전진숙', '진선미', '허영']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2O5J0K4J3J0H1I5G0H3P3N3O5M3M2,1,,"제안이유 및 주요내용\n최근 개인정보 유출, 반복적인 통신 장애, 부당 요금 청구 등으로 인해 이용자가 계약을 해지하더라도 약정 위약금이 부과되어 사실상 자유로운 해지가 어려운 문제가 지속되고 있습니다. 그럼에도 현행법에는 귀책사유의 유형과 효과에 대한 명확한 법적 근거가 없어 이용자 보호에 한계가 있다는 지적이 제기되어 왔습니다.\n이에 본 개정안은 전기통신사업자의 귀책사유들을 법률에 명시하고, 이용자가 해당 사유로 계약을 해지할 경우 위약금이나 할인반환금 등 명칭에 제한없이 해지에 따른 경제적 부담을 면제하도록 하여 통신시장 내 사업자의 책임을 명확히 하고, 이용자의 권익을 실질적으로 보호하고자 하는 것입니다(안 제32조의20 신설).","['계약해지', '부당요금청구', '자유로운해지', '온라인활동검증', '위약금', '개인정보유출', '개인정보', '소비자불안']"
2210313,돌봄노동자의 고용개선 등에 관한 법률안,2025-05-01,"['윤준병', '김기표', '김태선', '박용갑', '박희승', '복기왕', '송옥주', '이성윤', '이원택', '임미애', '정동영', '조계원', '주철현', '허성무', '허종식']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2H5I0G4H2F3G1N1O1N2L3L1J7L6G0,1,,"제안이유\n우리나라가 저출산ㆍ고령화사회로 빠르게 진입함에 따라 돌봄서비스에 대한 사회적 관심과 중요성이 나날이 높아지고 있음.\n그러나, 건설노동자ㆍ가사노동자ㆍ외국인노동자 등에 대해서는 각 개별법을 통해 종합적ㆍ체계적인 보호 및 지원이 이루어지고 있음에 반해, 돌봄노동자의 근로조건과 직업적 위상은 매우 열악한 수준에 머물고 있음.\n이에 돌봄노동자의 권익 향상 및 권리 보장을 위한 근로조건 등을 규정함으로써 돌봄서비스의 수준을 제고하고 돌봄노동자의 인권을 보다 두텁게 보호하려는 것임.\n주요내용\n가. 돌봄노동자의 고용안정, 지위 향상 및 권리보장 등을 위한 국가 및 지방자치단체의 책무를 규정함(안 제3조).\n나. 돌봄노동자의 근로조건 명시, 근로계약 형태, 근로시간, 휴업수당, 적정임금, 퇴직급여 등 근로여건에 관한 사항을 규정함(안 제6조부터 제14조까지).\n다. 돌봄노동자의 유급휴일 및 연차유급휴가, 안전휴가, 질병휴가, 휴게시간 및 관련 보상에 관한 사항을 규정함(안 제15조부터 제20조까지).\n라. 업무상 재해와 업무중지, 이용자등의 폭언등에 대한 조치, 인권교육, 폐쇄회로 텔레비전 및 녹음장치 등의 설치 사실의 고지 등 돌봄노동자의 인권 보호를 위한 제반 제도를 규정함(안 제21조부터 제25조까지).","['돌봄체계', '저출생극복', '직장적응지원사업', '청년일자리', '노동법', '장애인활동지원사', '돌봄서비스', '기간제근로계약', '일자리창출', '고용', '고용안정', '저출생·고령화', '노동자', '외국인노동자', '노동자보호', '공공일자리']"
2210312,게임산업진흥에 관한 법률 일부개정법률안,2025-05-01,"['민형배', '강유정', '박민규', '손명수', '안태준', '이성윤', '조계원', '황정아', '김재원', '이해민']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '조국혁신당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2I5J0Q4R2Q5Q1O7P1N7O2W1W6U1T0,1,,"제안이유 및 주요내용\n전체이용가 게임물 회원가입시 요구되는 본인인증 및 법정대리인 동의 의무를 면제하여 청소년의 게임 문화 향유권을 보장하고 게임산업 경쟁력을 높이고자 합니다.\n현행법은 청소년이 휴대전화, 아이핀 등 본인 명의의 인증 수단이 없는 경우 등급분류상 전체이용가 게임물임에도 PC 게임에 회원가입조차 할 수 없습니다. 또 회원가입시 요구되는 본인인증 및 법정대리인 동의는 영화나 OTT 등 타 산업에는 없는 의무규정으로 형평성에 맞지 않습니다.\n이에 전체이용가 게임물의 경우, 본인인증과 법정대리인 동의 의무를 면제하고자 합니다. 또, 게임제작업자 및 배급업자의 청소년보호책임자 지정을 통해 청소년 유해 정보를 차단, 관리하는 등 체계적으로 청소년을 보호하고자 합니다(안 제12조의3 등).","['아이들', '게임', '청소년보호', '게임심의', '게임산업법', '청소년', '채팅앱']"
2210311,장애아동 복지지원법 일부개정법률안,2025-05-01,"['안태준', '김예지', '김윤', '맹성규', '문진석', '박용갑', '복기왕', '서미화', '소병훈', '손명수', '송옥주', '염태영', '윤종군', '이건태', '이연희', '이재정', '이춘석', '전현희', '정준호']","['더불어민주당', '국민의힘', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2V5W0D4F1D7D1B3C4B9I3J9H1I5G2,1,,"제안이유 및 주요내용\n현행법은 국가와 지방자치단체가 장애아동의 특별한 복지적 욕구에 적합한 지원을 통합적으로 제공함으로써 장애아동이 안정된 가정생활 속에서 건강하게 성장하고 사회에 활발하게 참여할 수 있도록 하는 것을 목적으로 하고 있음.\n그러나, 이러한 목적을 달성하기 위하여 국가와 지방자치단체가 장애아동에게 제공하는 정책적 지원의 내용에는 장애어린이를 위한 놀이시설의 설치는 포함되어 있지 않은데, 장애어린이를 고려한 어린이놀이시설은 찾기 힘든 실정이며, 이는 장애어린이에 대한 차별일 뿐만 아니라, 장애어린이와 비장애어린이가 함께 어울릴 수 있는 환경을 간과한 것으로 어려서부터 장애인에 대한 차별과 편견을 조장하는 결과를 초래할 수 있다는 지적이 있음.\n이에 국가와 지방자치단체가 장애아동이 접근, 이용, 이동하는 데 불편을 느끼지 않도록 장애아동과 비장애아동이 모두 안전하게 이용할 수 있는 무장애 통합놀이시설을 설치하는데 필요한 시책을 강구하도록 하려는 것임(안 제26조제2항 신설).","['아동삶의질', '정신장애', '장애인', '놀이프로그램', '장애인활동지원사', '장애인접근성', '차별구제', '장애아동', '무장애', '장애인편의시설', '통합', '차별프로젝트', '키즈카페']"
2210310,개인형 이동수단의 안전 및 이용 활성화에 관한 법률안,2025-05-01,"['정준호', '김남근', '김병기', '김태선', '박희승', '염태영', '이연희', '이춘석', '이학영', '임호선']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2S5R0P3Y1W9V0W8U4D4B1A7A7Z0V2,1,,"제안이유\n최근 전동킥보드 등 개인형 이동수단에 대한 관심이 높아지고 있는 반면에, 개인형 이동수단을 체계적으로 관리하는 제도가 마련되어 있지 않고 이용자 및 보행자의 사고 역시 빈번하게 발생하고 있어 안전문제가 우려되고 있는 실정임.\n특히, 개인형 이동수단 대여사업의 규모가 크게 늘었으나 현재 별도의 인ㆍ허가가 필요하지 않아 실효성 있는 관리가 어려운 상황이며, 각 지방자치단체는 통일된 기준 없이 각기 다른 대응을 하고 있어 국민들에게 불편을 초래하고 혼란을 야기하는 것이 사실임.\n이에, 개인형 이동수단 대여사업의 등록제를 도입하는 등 체계적인 관리방안을 마련하고, 개인형 이동수단의 주차에 관한 사항과 그 밖에 개인형 이동수단의 안전요건 등을 규정함으로써 개인형 이동수단의 이용을 활성화하고 국민의 교통안전 및 편의를 증진시키려는 것임.\n주요내용\n가. 개인형 이동수단, 개인형 이동수단 이용시설 및 개인형 이동수단 대여사업에 대하여 정의함(안 제2조).\n나. 국가와 지방자치단체는 개인형 이동수단 이용자, 보행자 및 다른 교통수단 이용자의 교통안전과 편의를 증진하기 위하여 개인형 이동수단의 안전ㆍ관리 및 이용활성화를 위한 종합적인 시책을 마련하여 추진하도록 함(안 제3조).\n다. 시ㆍ도지사 및 시장ㆍ군수ㆍ구청장으로 하여금 5년마다 개인형 이동수단의 이용 활성화 및 관리 계획을 수립하도록 함(안 제5조).\n라. 개인형 이동수단의 주차에 관한 사항을 규정함(안 제7조).\n마. 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장이 개인형 이동수단의 충전소ㆍ수리센터 등의 설치, 개인형 이동수단 보호장구 보급사업 등을 할 수 있도록 규정함(안 제10조 및 제11조).\n바. 개인형 이동수단의 무단방치를 금지하고, 이를 위반한 경우 안전을 위하여 이동ㆍ보관ㆍ매각 등을 할 수 있도록 함(안 제12조).\n사. 개인형 이동수단의 안전요건을 규정하고, 안전요건에 적합하지 아니하도록 개인형 이동수단을 개조한 자와 안전요건에 적합하지 아니한 개인형 이동수단을 운행한 자에 대한 제재방안을 마련함(안 제13조 등).\n아. 초등학교, 중학교와 고등학교의 장 및 지방자치단체의 장은 개인형 이동수단 통행방법ㆍ준수사항ㆍ관리방법 등 이용과 관련된 교통안전교육을 실시하도록 함(안 제14조).\n자. 개인형 이동수단 대여사업을 운영하려는 자는 시ㆍ도지사에게 등록하도록 하고, 등록요건, 결격사유, 대여사업자의 명의이용 금지, 관리위탁, 양도ㆍ양수, 상속, 휴업ㆍ폐업, 대여사업의 약관, 임차인에 대한 운전자격 확인 의무 및 대여사업자 준수사항 등을 규정함(안 제15조부터 제24조까지).\n차. 국토교통부장관이 개인형 이동수단 운전자격확인시스템을 구축하도록 하고 대여사업자가 이용자의 운전자격을 확인할 때 이를 이용하도록 함(안 제25조).\n카. 개인형 이동수단 대여사업자는 개인형 이동수단 대여사업의 건전한 발전과 업계의 공동이익을 도모하기 위하여 국토교통부장관의 인가를 받아 개인형 이동수단 대여사업자협회를 설립할 수 있도록 함(안 제28조).","['사고', '규제', '안전', '교통안전', '안전관리', '안전대책', '주차', '규제완화']"
2210309,대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안,2025-05-01,"['권칠승', '김준혁', '문금주', '민병덕', '박정', '서미화', '송옥주', '윤종군', '전진숙', '한민수', '허성무']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2G5H0F1G0E6F1D1D1L6K5K4I9J7I9,1,,"제안이유 및 주요내용\n현행법은 중소벤처기업부장관이 수탁ㆍ위탁거래에 관해 정기적인 실태조사나 분쟁 조정 요청에 따른 조사를 하고, 위법행위를 한 위탁기업에 개선 요구, 시정명령 및 공표 등을 할 수 있도록 규정하고 있음.\n그런데 조사, 개선 요구 및 시정명령의 제척기간이 없는 경우 법적 안정성을 침해하고 수탁ㆍ위탁거래를 위축시킬 수 있다는 지적이 제기됨. 참고로 「하도급거래 공정화에 관한 법률」 등은 실태조사 및 시정조치, 과징금 등 제재처분에 대한 제척기간을 도입하고 있음.\n이에 실태조사의 대상이 되는 수탁ㆍ위탁거래를 거래가 끝난 날부터 3년이 경과하지 않은 것으로 한정하고, 실태조사를 개시한 날 또는 분쟁 조정의 요청이 있은 날부터 3년이 경과한 위탁기업의 불공정한 거래행위에 대하여는 개선 요구나 시정명령을 할 수 없도록 규정함으로써 법적 안정성을 제고하고 수탁ㆍ위탁거래를 활성화하려는 것임(안 제27조의2 신설).","['불공정한거래행위', '위법행위', '불공정거래', '실태조사', '시정명령', '중소기업', '상생협력', '대·중소기업상생협력', '자진시정', '공급업체', '수의계약절차']"
2210308,정부조직법 일부개정법률안,2025-05-01,"['민형배', '강유정', '모경종', '손명수', '염태영', '이성윤', '조계원', '조승래', '한준호', '황정아', '이해민']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2N5O0V4W2U5V1U7S1S8O3P7N8N2M1,1,,"제안이유 및 주요 내용\n자치와 분권 시대에 부합하는 언어 사용을 위해 현행법에 표기된 ‘지방’이라는 표현을 없애고자 합니다.\n현행법에 따라 중앙행정기관은 소관 사무를 수행하기 위해 필요한 경우 관할 구역을 두고, 해당 관할 구역에 그 사무를 수행하는 ‘특별지방행정기관’을 별도로 설치할 수 있습니다.\n그러나 ‘지방’의 의미는 중앙과 대비하여 중심과 주변이라는 위계적 구조를 나타내는 표현이며, 행정기관 명칭에서 ‘지방’을 삭제하더라도 관할 구역에 따라 설치한다는 본래 의미 전달에 어려움이 없습니다.\n이에 ‘특별지방행정기관’을 ‘특별지역행정기관’으로 명칭을 정비하고자 합니다(안 제3조).","['지방자치단체', '지방분권', '지방행정', '특별계획구역', '지방채', '차기정부', '특별지방행정기관', '행정기관', '지역']"
2210307,근로기준법 일부개정법률안,2025-05-01,"['김정호', '김남희', '김동아', '박정', '박희승', '신영대', '윤후덕', '이수진', '이연희', '이훈기', '임미애', '장종태', '전진숙', '허종식']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2D5B0C4A2B8W1X2V5W9U3S2T8B0C4,1,,"제안이유 및 주요내용\n현행법은 근로시간에 대하여 1주간의 근로시간은 40시간을, 1일의 근로시간은 8시간을 초과할 수 없도록 하여 주 5일제 근무를 규정하고 있음.\n반면 최근 일부 선진국에서는 정부 또는 기업들이 1주간 4일제 근무를 도입하고 있으며, 이러한 근로시간 단축이 기업의 생산성 향상 및 근로자들의 건강 개선에도 긍정적 효과가 있는 것으로 나타남.\n이에 일주일 근무시간을 주 40시간에서 36시간으로 단계적으로 단축함으로써 과로사회에서 벗어나 저출생, 저성장 시대를 돌파하기 위한 정책적 전환점을 마련하려는 것임(안 제50조, 제51조의3 및 제69조).","['저출생극복', '노동비하', '청년일자리', '근력운동', '일과가정균형', '일자리창출', '노동법', '고용', '근로시간', '저출생·고령화', '저출생', '노동자보호', '파업', '근로기준법', '근로자']"
